"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Freedom Preparatory Academy","82","Freedom Preparatory Academy Washington","104","Public","Charter","Title I","Title I","K - 12","5600 So, Carnelian Parkway","SAINT GEORGE","84790","geo:37.00681,-113.51011","www.freedomprep.net","https://datagateway.schools.utah.gov/Schools/82104","801-437-3100","801-437-3149","State Charter School Board (SCSB)","2021","","Principal","Brandon Winn","bwinn@freedomprep.net"
"Garfield District","10","Boulder School","108","Public","","Title I","Title I","Pre - 6","P O BOX 1447 50 SCH HOUSE LN","BOULDER","84716","geo:38.130576,-110.689233","http://www.bes.garfield.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/10108","435-335-7322","435-335-7354","","1984","","Principal","Andria Roghaar","andria.roghaar@garfk12.org"
"Garfield District","10","Bryce Valley School","112","Public","","Title I","Title I","Pre - 6","P O BOX 286 500 W CENTER","TROPIC","84776","geo:37.623854,-112.092203","http://www.bves.garfield.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/10112","435-679-8619","435-679-8936","","1955","","Principal","Trista Rich","trista.rich@garfk12.org"
"Garfield District","10","Escalante School","116","Public","","Title I","Title I","Pre - 6","P O BOX 248 50 N 300 E","ESCALANTE","84726","geo:37.770299,-111.59375","http://www.ees.garfield.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/10116","435-826-4247","435-826-4789","","1956","","Principal","Ryan Bytheway","ryan.bytheway@garfk12.org"
"Garfield District","10","Garfield Online","150","Public","","","","K - 8","P.O.Box 398","PANGUITCH","84759","geo:37.82273,-112.43279","","https://datagateway.schools.utah.gov/Schools/10150","435-676-8821","","","2021","","Principal","John Dodds","jdodds@garfk12.org"
"Garfield District","10","Panguitch School","124","Public","","Title I","Title I","Pre - 6","PO BOX 386 110 S 100 W","PANGUITCH","84759","geo:37.820721,-112.438176","http://www.pes.garfield.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/10124","435-676-8847","435-676-1346","","1957","","Principal","Lisa Breinholt","lisa.breinholt@garfk12.org"
"Gateway Preparatory Academy","7E","Gateway Preparatory Academy","100","Public","Charter","Title I","Title I","K - 8","201 E THOROUGHBRED WAY","ENOCH","84721","geo:37.746639,-113.064795","http://gpacharter.org/home/","https://datagateway.schools.utah.gov/Schools/7E100","435-867-5558","435-867-5497","State Charter School Board (SCSB)","2008","","Director","Dave Armour","davearmour@gpacharter.org"
"George Washington Academy","5D","George Washington Academy","100","Public","Charter","Title I","Title I","K - 8","2277 S 3000 E","ST GEORGE","84790","geo:37.069825,-113.522052","http://www.gwacademy.org","https://datagateway.schools.utah.gov/Schools/5D100","435-673-2232","435-673-0142","State Charter School Board (SCSB)","2006","","Principal","Blake Clark","bclark@gwacademy.org"
"Good Foundations Academy","8G","Good Foundations Academy","100","Public","Charter","Title I","Title I","K - 6","5101 S 1050 W","RIVERDALE","84405","geo:41.169097,-112.005765","http://gfautah.org/","https://datagateway.schools.utah.gov/Schools/8G100","801-393-2950","801-393-2953","State Charter School Board (SCSB)","2010","","Principal","Lisa Erwin","lerwin@gfautah.org"
"Grand District","11","Helen M. Knight School","106","Public","","Title I","Title I","K - 6","505 N MIVIDA DR","MOAB","84532","geo:38.580709,-109.555244","http://www.grandschools.org/hmk/index.html","https://datagateway.schools.utah.gov/Schools/11106","435-259-7350","435-259-8094","","2010","","Principal","Holly Lynn Harris","harrish@grandschools.org"
"Granite District","12","Academy Park School","102","Public","","Title I","Title I","Pre - 6","4580 WESTPOINT DR","WEST VALLEY CITY","84120","geo:40.67008,-111.999965","http://www.graniteschools.org/el/academypark/","https://datagateway.schools.utah.gov/Schools/12102","385-646-4750","385-646-4751","","1962","","Principal","Heidi Draper","hdraper@graniteschools.org"
"Granite District","12","Arcadia School","103","Public","","","","Pre - 6","3461 W 4850 S","TAYLORSVILLE","84118","geo:40.6631,-111.973372","http://www.graniteschools.org/el/arcadia/","https://datagateway.schools.utah.gov/Schools/12103","385-646-4756","385-646-4757","","1967","","Principal","Brandon Moore","bmoore@graniteschools.org"
"Granite District","12","Beehive School","107","Public","","","","Pre - 6","5655 S 5220 W","KEARNS","84118","geo:40.648583,-112.014011","http://www.graniteschools.org/el/beehive/","https://datagateway.schools.utah.gov/Schools/12107","385-646-4768","385-646-4769","","1986","","Principal","Karilee Pate","kpate@graniteschools.org"
"Granite District","12","Bennion School","106","Public","","","","Pre - 6","5775 S SIERRA GRANDE DR","SALT LAKE CITY","84118","geo:40.646747,-111.961378","http://www.graniteschools.org/el/bennion/","https://datagateway.schools.utah.gov/Schools/12106","385-646-4774","385-646-4775","","1977","","Principal","Lisa McDonald","lmdonald@graniteschools.org"
"Granite District","12","Calvin S. Smith School","194","Public","","","","Pre - 6","2150 W 6200 S","TAYLORSVILLE","84118","geo:40.639611,-111.947509","http://www.graniteschools.org/el/smith/","https://datagateway.schools.utah.gov/Schools/12194","385-646-5020","385-646-5021","","1979","","Principal","Aaron Wilson","awilson@graniteschools.org"
"Granite District","12","Copper Hills School","111","Public","","","","Pre - 6","7635 W 3715 S","MAGNA","84044","geo:40.690897,-112.073467","http://copperhills.wikispaces.com/","https://datagateway.schools.utah.gov/Schools/12111","385-646-4792","385-646-4793","","1981","","Principal","Amy Neal","aaneal@graniteschools.org"
"Granite District","12","Cottonwood School","112","Public","","","","Pre - 6","5205 HOLLADAY BLVD","SALT LAKE CITY","84117","geo:40.656536,-111.815692","http://www.graniteschools.org/el/cottonwood/","https://datagateway.schools.utah.gov/Schools/12112","385-646-4798","385-646-4799","","1958","","Principal","Teriann Cooper","tcooper@graniteschools.org"
"Granite District","12","Crestview School","114","Public","","","","Pre - 6","2100 E LINCOLN LANE","SALT LAKE CITY","84124","geo:40.680601,-111.830898","http://www.graniteschools.org/el/crestview/","https://datagateway.schools.utah.gov/Schools/12114","385-646-4804","385-646-4805","","1961","","Principal","Teri Daynes","tdaynes@graniteschools.org"
"Granite District","12","David Gourley School","116","Public","","Title I","Title I","Pre - 6","4905 S 4300 W","KEARNS","84118","geo:40.662537,-111.992906","http://www.graniteschools.org/el/gourley/","https://datagateway.schools.utah.gov/Schools/12116","385-646-4846","385-646-4847","","1959","","Principal","Katharine Hommes","khommes@graniteschools.org"
"Granite District","12","Diamond Ridge School","118","Public","","","","K - 6","6034 W MILL VALLEY LANE","SALT LAKE CITY","84118","geo:40.635632,-112.034955","http://www.graniteschools.org/el/diamondridge/","https://datagateway.schools.utah.gov/Schools/12118","385-646-4858","385-646-4859","","2009","","Principal","Katie Page","kjpage@graniteschools.org"
"Granite District","12","Dos Mundos Academy","203","Public","","","","Pre - 6","5240 W 3100 S","WEST VALLEY CITY","84120","geo:40.704684,-112.016443","http://www.graniteschools.org/el/valleycrest/","https://datagateway.schools.utah.gov/Schools/12203","385-646-5061","385-646-5062","","1986","","Principal","Nicholas Blight","neblight@graniteschools.org"
"Granite District","12","Eastwood School","124","Public","","","","Pre - 5","3305 WASATCH BLVD","SALT LAKE CITY","84109","geo:40.699538,-111.793567","http://www.graniteschools.org/el/eastwood/","https://datagateway.schools.utah.gov/Schools/12124","385-646-4816","385-646-4817","","1959","","Principal","Matthew Graham","mgraham@graniteschools.org"
"Granite District","12","Elk Run Elementary","125","Public","","","","Pre - 6","3550 S HELEN DR","MAGNA","84044","geo:40.69678,-112.096005","","https://datagateway.schools.utah.gov/Schools/12125","385-646-4786","385-646-4787","","2011","","Principal","Lisa Wells","lwells@graniteschools.org"
"Granite District","12","Fox Hills School","127","Public","","","","K - 6","3775 W 6020 S","SALT LAKE CITY","84118","geo:40.64066,-111.981114","http://www.graniteschools.org/el/foxhills/","https://datagateway.schools.utah.gov/Schools/12127","385-646-4828","385-646-4829","","1979","","Principal","Stevenkip Carlsen","scarlsen@graniteschools.org"
"Granite District","12","Gearld Wright STEM Academy","131","Public","","","","Pre - 6","6760 W 3100 S","SALT LAKE CITY","84128","geo:40.703874,-112.052554","http://www.graniteschools.org/el/wright/","https://datagateway.schools.utah.gov/Schools/12131","801-646-5480","385-646-5481","","2006","","Principal","Lindsey Nield","lnield@graniteschools.org"
"Granite District","12","Granger School","128","Public","","Title I","Title I","Pre - 6","3702 S 1950 W","WEST VALLEY CITY","84119","geo:40.689864,-111.953848","http://www.graniteschools.org/el/granger/","https://datagateway.schools.utah.gov/Schools/12128","385-646-4852","385-646-4853","","1954","","Principal","Rachel Lowry","rrlowry1@graniteschools.org"
"Granite District","12","Harry S. Truman School","193","Public","","","","Pre - 6","4639 S 3200 W","WEST VALLEY CITY","84119","geo:40.669289,-111.965477","http://www.graniteschools.org/el/truman/","https://datagateway.schools.utah.gov/Schools/12193","385-646-5044","385-646-5045","","1978","","Principal","Sharla Bynum","sabynum@graniteschools.org"
"Granite District","12","Hartvigsen School","810","Public","","","","K - 8","1510 W 5400 S","TAYLORSVILLE","84123","geo:40.692427,-111.88213","http://www.graniteschools.org/ss/hartvigsen/HARTVIGSEN/Home.html","https://datagateway.schools.utah.gov/Schools/12810","385-646-4585","385-646-4256","","1972","","Principal","Felicia Wood","fwood@graniteschools.org"
"Granite District","12","Hillsdale School","134","Public","","Title I","Title I","Pre - 6","3275 W 3100 S","WEST VALLEY CITY","84119","geo:40.703148,-111.969528","http://hillsdaleelementary.weebly.com/","https://datagateway.schools.utah.gov/Schools/12134","385-646-4864","385-646-4865","","1961","","Principal","Monica Thayer","mthayer@graniteschools.org"
"Granite District","12","Hillside School","130","Public","","","","Pre - 6","4283 S 6000 W","WEST VALLEY CITY","84128","geo:40.678442,-112.033275","http://www.graniteschools.org/el/hillside/","https://datagateway.schools.utah.gov/Schools/12130","385-646-4870","385-646-4871","","1984","","Principal","Lindsey Weaver","llweaver@graniteschools.org"
"Granite District","12","Howard R. Driggs School","137","Public","","","","Pre - 6","4340 S 2700 E","SALT LAKE CITY","84124","geo:40.677185,-111.815712","http://www.graniteschools.org/el/driggs/","https://datagateway.schools.utah.gov/Schools/12137","385-646-4810","385-646-4811","","1964","","Principal","Darren Johnson","dsjohnson@graniteschools.org"
"Granite District","12","Hunter School","135","Public","","","","Pre - 6","4351 S 5400 W","WEST VALLEY CITY","84120","geo:40.676076,-112.018411","http://www.graniteschools.org/el/hunter/","https://datagateway.schools.utah.gov/Schools/12135","385-646-4876","385-646-4877","","1980","","Principal","Kathlyn Anderson","kdanderson1@graniteschools.org"
"Granite District","12","Jackling School","141","Public","","Title I","Title I","Pre - 6","3760 S 4610 W","WEST VALLEY CITY","84120","geo:40.690392,-112.001733","http://www.graniteschools.org/el/jackling/","https://datagateway.schools.utah.gov/Schools/12141","385-646-4882","385-646-4883","","1966","","Principal","Katrina Gillespie","klgillespie@graniteschools.org"
"Granite District","12","James E. Moss School","139","Public","","Title I","Title I","Pre - 6","4399 S 500 E","SALT LAKE CITY","84107","geo:40.676011,-111.87603","http://mosselementary.weebly.com/","https://datagateway.schools.utah.gov/Schools/12139","385-646-4930","385-646-4931","","1966","","Principal","Lindsay Adams","lwadams@graniteschools.org"
"Granite District","12","Jim Bridger School","105","Public","","","","Pre - 6","5368 W CYCLAMEN WAY","WEST JORDAN","84084","geo:40.635447,-112.02033","http://www.graniteschools.org/el/bridger/","https://datagateway.schools.utah.gov/Schools/12105","385-646-4780","385-646-4781","","1984","","Principal","Sarah Fairclough","scfairclough@graniteschools.org"
"Granite District","12","John C. Fremont School","138","Public","","","","Pre - 6","4249 S 1425 W","TAYLORSVILLE","84123","geo:40.678473,-111.934673","http://www.graniteschools.org/el/fremont/","https://datagateway.schools.utah.gov/Schools/12138","385-646-4834","385-646-4835","","1963","","Principal","Kristen Logan","klogan@graniteschools.org"
"Granite District","12","Lake Ridge School","140","Public","","","","Pre - 6","7400 W 3400 S","MAGNA","84044","geo:40.698989,-112.06849","http://lakeridgecougars.weebly.com/","https://datagateway.schools.utah.gov/Schools/12140","385-646-4888","385-646-4889","","1964","","Principal","Tarell Richards","tgrichards@graniteschools.org"
"Granite District","12","Lincoln School","148","Public","","Title I","Title I","Pre - 6","450 E 3700 S","SALT LAKE CITY","84115","geo:40.690375,-111.879097","http://www.graniteschools.org/el/lincoln/","https://datagateway.schools.utah.gov/Schools/12148","385-646-4894","385-646-4895","","1924","","Principal","Milton Collins","mlcollins@graniteschools.org"
"Granite District","12","Magna STEAM Academy","156","Public","","Title I","Title I","Pre - 6","8500 W 3100 S","MAGNA","84044","geo:40.704271,-112.094685","http://www.graniteschools.org/el/magna/","https://datagateway.schools.utah.gov/Schools/12156","385-646-4900","385-646-4901","","1954","","Principal","Benjamin Peters","bnpeters@graniteschools.org"
"Granite District","12","Monroe School","164","Public","","Title I","Title I","Pre - 6","4450 W 3100 S","WEST VALLEY CITY","84120","geo:40.704711,-111.997152","http://www.graniteschools.org/el/monroe/","https://datagateway.schools.utah.gov/Schools/12164","385-646-4918","385-646-4919","","1972","","Principal","Elizabeth Morrell","egmorrell@graniteschools.org"
"Granite District","12","Morningside School","168","Public","","","","K - 6","4170 S 3000 E","SALT LAKE CITY","84124","geo:40.680898,-111.807287","http://www.graniteschools.org/el/morningside/","https://datagateway.schools.utah.gov/Schools/12168","385-646-4924","385-646-4925","","1955","","Principal","Kristin Gagon","kgagon1@graniteschools.org"
"Granite District","12","Neil Armstrong Academy","231","Public","","","","Pre - 6","5194 West Highbury Parkway","WEST VALLEY","84120","geo:40.711467,-112.015308","http://schools.graniteschools.org/armstrong/","https://datagateway.schools.utah.gov/Schools/12231","385-646-5284","385-646-5286","","2013","","Administrator","Johnpaul Sorensen","jsorensen@graniteschools.org"
"Granite District","12","Oakridge School","170","Public","","","","K - 5","4325 S JUPITER DR","SALT LAKE CITY","84124","geo:40.677477,-111.789286","http://www.graniteschools.org/el/oakridge/","https://datagateway.schools.utah.gov/Schools/12170","385-646-4936","385-646-4937","","1962","","Principal","Valerie Bergera","vbergera@graniteschools.org"
"Granite District","12","Oakwood School","172","Public","","","","Pre - 6","5815 S HIGHLAND DR","SALT LAKE CITY","84121","geo:40.64522,-111.834111","http://oakwoodowls.weebly.com/","https://datagateway.schools.utah.gov/Schools/12172","385-646-4942","385-646-4943","","1909","","Principal","Angelee Luther","aluther@graniteschools.org"
"Granite District","12","Olene Walker Elementary","188","Public","","Title I","Title I","Pre - 6","3225 S 800 E","SALT LAKE CITY","84106","geo:40.701197,-111.867614","http://www.graniteschools.org/el/roosevelt/","https://datagateway.schools.utah.gov/Schools/12188","385-646-4996","385-646-4997","","1973","","Principal","Anahi Uhlig","anuhlig@graniteschools.org"
